132011,141065,53259,1.2922e+09
132011,141065,53260,1.2922e+09
132011,141065,53261,1.2922e+09
132011,141065,53262,1.2922e+09
132011,141065,53263,1.2922e+09
132011,141065,53264,1.2922e+09
132011,141065,53266,1.2922e+09
132011,141065,53267,1.2922e+09
132011,141065,53270,1.2922e+09
132011,141065,53272,1.2922e+09
132011,141065,53274,1.2922e+09
132011,141065,53276,1.2922e+09
132011,141065,53277,1.2922e+09
132011,141065,53278,1.2922e+09
132011,141065,53279,1.2922e+09
132011,141065,53280,1.2922e+09
132011,141065,53281,1.2922e+09
132011,141065,53282,1.2922e+09
132011,141065,53283,1.2922e+09
132011,141065,53284,1.2922e+09
132011,141065,53285,1.2922e+09
132011,141065,53286,1.2922e+09
132011,141065,53287,1.2922e+09
132011,141065,53288,1.2922e+09
132011,141065,53289,1.2922e+09
132011,141065,53290,1.2922e+09
132011,141065,53291,1.2922e+09
132011,141065,53292,1.2922e+09
132011,141065,53293,1.2922e+09
132011,141065,53294,1.2922e+09
132011,141065,53295,1.2922e+09
132011,141065,53296,1.2922e+09
132011,141065,53297,1.2922e+09
132011,141065,53298,1.2922e+09
132011,141065,53299,1.2922e+09
132011,141065,53300,1.2922e+09
132011,141065,53301,1.2922e+09
132011,141065,53302,1.2922e+09
132011,141065,53303,1.2922e+09
132011,141065,53304,1.2922e+09
132011,141065,53305,1.2922e+09
132011,141065,53306,1.2922e+09
132011,141065,53307,1.2922e+09
132011,141065,53308,1.2922e+09
132011,141065,53309,1.2922e+09
132011,141065,53310,1.2922e+09
132011,141065,53311,1.2922e+09
132011,141065,53312,1.2922e+09
132011,141065,53313,1.2922e+09
132011,141065,53314,1.2922e+09
132011,141065,53315,1.2922e+09
132011,141065,53316,1.2922e+09
132011,141065,53317,1.2922e+09
132011,141065,53318,1.2922e+09
132011,141065,53319,1.2922e+09
132011,141065,53320,1.2922e+09
132011,141065,53321,1.2922e+09
132011,141065,53322,1.2922e+09
132011,141065,53323,1.2922e+09
132011,141065,53324,1.2922e+09
132011,141065,53325,1.2922e+09
132011,141065,53326,1.2922e+09
132011,141065,53327,1.2922e+09
132011,141065,53328,1.2922e+09
132011,141065,53329,1.2922e+09
132011,141065,53330,1.2922e+09
132011,141065,53331,1.2922e+09
132011,141065,53332,1.2922e+09
132011,141065,53333,1.2922e+09
132011,141065,53334,1.2922e+09
132011,141065,53335,1.2922e+09
132011,141065,53336,1.2922e+09
132011,141065,53337,1.2922e+09
132011,141065,53338,1.2922e+09
132011,141065,53339,1.2922e+09
132011,141065,53340,1.2922e+09
132011,141065,53341,1.2922e+09
132011,141065,53342,1.2922e+09
132011,141065,53343,1.2922e+09
132011,141065,53344,1.2922e+09
132011,141065,53345,1.2922e+09
132011,141065,53346,1.2922e+09
132011,141065,53347,1.2922e+09
132011,141065,53348,1.2922e+09
132011,141065,53349,1.2922e+09
132011,141065,53350,1.2922e+09
132011,141065,53351,1.2922e+09
132011,141065,53352,1.2922e+09
132011,141065,53353,1.2922e+09
132011,141065,53354,1.2922e+09
132011,141065,53355,1.2922e+09
132011,141065,53356,1.2922e+09
132011,141065,53357,1.2922e+09
132011,141065,53358,1.2922e+09
132011,141065,53359,1.2922e+09
132011,141065,53360,1.2922e+09
132011,141065,53361,1.2922e+09
132011,141065,53362,1.2922e+09
132011,141065,53363,1.2922e+09
132011,141065,53364,1.2922e+09
132011,141065,53365,1.2922e+09
132011,141065,53366,1.2922e+09
132011,141065,53367,1.2922e+09
132011,141065,53368,1.2922e+09
132011,141065,53369,1.2922e+09
132011,141065,53370,1.2922e+09
132011,141065,53371,1.2922e+09
132011,141065,53372,1.2922e+09
132011,141065,53373,1.2922e+09
132011,141065,53374,1.2922e+09
132011,141065,53375,1.2922e+09
132011,141065,53376,1.2922e+09
132011,141065,53377,1.2922e+09
132011,141065,53378,1.2922e+09
132011,141065,53379,1.2922e+09
132011,141065,53380,1.2922e+09
132011,141065,53381,1.2922e+09
132011,141065,53382,1.2922e+09
132011,141065,53383,1.2922e+09
132011,141065,53384,1.2922e+09
132011,141065,53385,1.2922e+09
132011,141065,53386,1.2922e+09
132011,141065,53387,1.2922e+09
132011,141065,53388,1.2922e+09
132011,141065,53389,1.2922e+09
132011,141065,53390,1.2922e+09
132011,141065,53391,1.2922e+09
132011,141066,53392,1.2922e+09
132011,141066,53393,1.2922e+09
132012,141068,53394,1.2922e+09
132012,141070,53395,1.2922e+09
132014,141073,53396,1.2922e+09
132015,141077,53397,1.2922e+09
132017,141085,53398,1.2922e+09
132021,141094,53399,1.2922e+09
132025,141102,53400,1.2922e+09
132030,141112,53401,1.2922e+09
132036,141122,53402,1.2922e+09
