3.17391,-14.232,-5.72456,53259,1.2922e+09
3.17391,-14.232,-5.72456,53260,1.2922e+09
3.17391,-14.232,-5.72456,53261,1.2922e+09
3.17391,-14.232,-5.72456,53262,1.2922e+09
3.17391,-14.232,-5.72456,53263,1.2922e+09
3.17391,-14.232,-5.72456,53264,1.2922e+09
3.17391,-14.232,-5.72456,53265,1.2922e+09
3.17391,-14.232,-5.72456,53266,1.2922e+09
3.17391,-14.232,-5.72456,53267,1.2922e+09
3.17391,-14.232,-5.72456,53268,1.2922e+09
3.17391,-14.232,-5.72456,53269,1.2922e+09
3.17391,-14.232,-5.72456,53270,1.2922e+09
3.17391,-14.232,-5.72456,53271,1.2922e+09
3.17391,-14.232,-5.72456,53272,1.2922e+09
3.17391,-14.232,-5.72456,53273,1.2922e+09
3.17391,-14.232,-5.72456,53274,1.2922e+09
3.17391,-14.232,-5.72456,53275,1.2922e+09
3.17391,-14.232,-5.72456,53276,1.2922e+09
3.17391,-14.232,-5.72456,53277,1.2922e+09
3.17391,-14.232,-5.72456,53278,1.2922e+09
3.17391,-14.232,-5.72456,53279,1.2922e+09
3.17391,-14.232,-5.72456,53280,1.2922e+09
3.17391,-14.232,-5.72456,53281,1.2922e+09
3.17391,-14.232,-5.72456,53283,1.2922e+09
3.17391,-14.232,-5.72456,53284,1.2922e+09
3.17391,-14.232,-5.72456,53285,1.2922e+09
3.17391,-14.232,-5.72456,53286,1.2922e+09
3.17391,-14.232,-5.72456,53287,1.2922e+09
3.17391,-14.232,-5.72456,53288,1.2922e+09
3.17391,-14.232,-5.72456,53289,1.2922e+09
3.17391,-14.232,-5.72456,53290,1.2922e+09
3.17391,-14.232,-5.72456,53291,1.2922e+09
3.17391,-14.232,-5.72456,53292,1.2922e+09
3.17391,-14.232,-5.72456,53293,1.2922e+09
3.17391,-14.232,-5.72456,53294,1.2922e+09
3.17391,-14.232,-5.72456,53295,1.2922e+09
3.17391,-14.232,-5.72456,53296,1.2922e+09
3.17391,-14.232,-5.72456,53297,1.2922e+09
3.17391,-14.232,-5.72456,53298,1.2922e+09
3.17391,-14.232,-5.72456,53299,1.2922e+09
3.17391,-14.232,-5.72456,53300,1.2922e+09
3.17391,-14.232,-5.72456,53301,1.2922e+09
3.17391,-14.232,-5.72456,53302,1.2922e+09
3.17391,-14.232,-5.72456,53303,1.2922e+09
3.17391,-14.232,-5.72456,53304,1.2922e+09
3.17391,-14.232,-5.72456,53305,1.2922e+09
3.17391,-14.232,-5.72456,53306,1.2922e+09
3.17391,-14.232,-5.72456,53307,1.2922e+09
3.17391,-14.232,-5.72456,53308,1.2922e+09
3.17391,-14.232,-5.72456,53309,1.2922e+09
3.17391,-14.232,-5.72456,53310,1.2922e+09
3.17391,-14.232,-5.72456,53311,1.2922e+09
3.17391,-14.232,-5.72456,53312,1.2922e+09
3.17391,-14.232,-5.72456,53313,1.2922e+09
3.17391,-14.232,-5.72456,53314,1.2922e+09
3.17391,-14.232,-5.72456,53315,1.2922e+09
3.17391,-14.232,-5.72456,53316,1.2922e+09
3.17391,-14.232,-5.72456,53317,1.2922e+09
3.17391,-14.232,-5.72456,53318,1.2922e+09
3.17391,-14.232,-5.72456,53319,1.2922e+09
3.17391,-14.232,-5.72456,53320,1.2922e+09
3.17391,-14.232,-5.72456,53321,1.2922e+09
3.17391,-14.232,-5.72456,53322,1.2922e+09
3.17391,-14.232,-5.72456,53323,1.2922e+09
3.17391,-14.232,-5.72456,53324,1.2922e+09
3.17391,-14.232,-5.72456,53325,1.2922e+09
3.17391,-14.232,-5.72456,53326,1.2922e+09
3.17391,-14.232,-5.72456,53327,1.2922e+09
3.17391,-14.232,-5.72456,53328,1.2922e+09
3.17391,-14.232,-5.72456,53329,1.2922e+09
3.17391,-14.232,-5.72456,53330,1.2922e+09
3.17391,-14.232,-5.72456,53331,1.2922e+09
3.17391,-14.232,-5.72456,53332,1.2922e+09
3.17391,-14.232,-5.72456,53333,1.2922e+09
3.17391,-14.232,-5.72456,53334,1.2922e+09
